AccountID,CustomerID,AccountTypeID,AccountStatusID,Balance,OpeningDate
200603,10797,4,1,78968.31,2019-05-03 00:00:00.000000
200047,10656,5,1,87103.24,2021-05-25 00:00:00.000000
200315,10574,2,1,20955.84,2020-12-07 00:00:00.000000
200247,10236,3,1,52971.73,2018-06-19 00:00:00.000000
200954,10893,3,1,56851.42,2019-09-25 00:00:00.000000
201210,10218,5,2,7138.31,2019-06-11 00:00:00.000000
200068,10369,5,3,45217.07,2020-09-18 00:00:00.000000
201347,10649,1,1,33515.77,2018-02-12 00:00:00.000000
201267,10399,2,1,91798.81,2018-11-09 00:00:00.000000
200060,10494,4,1,5113.53,2019-05-23 00:00:00.000000
201296,11058,5,2,7370.12,2018-09-13 00:00:00.000000
200013,10704,3,3,84904.63,2019-12-10 00:00:00.000000
200710,10143,2,2,74801.11,2020-07-13 00:00:00.000000
201159,10867,3,1,61114.59,2020-06-04 00:00:00.000000
201274,10458,1,2,2700.81,2021-01-23 00:00:00.000000
201139,11038,2,1,47313.93,2019-01-05 00:00:00.000000
200792,10719,2,1,72900.62,2018-09-28 00:00:00.000000
200033,11027,5,2,6284.54,2018-06-26 00:00:00.000000
200882,10107,3,1,87535.78,2021-01-06 00:00:00.000000
201416,10783,2,3,69925.49,2019-12-03 00:00:00.000000
200275,10669,1,2,27422.79,2018-12-20 00:00:00.000000
200058,10079,4,1,84232.06,2019-05-25 00:00:00.000000
200966,10843,5,1,27860.05,2018-06-29 00:00:00.000000
201539,10254,3,1,76819.46,2019-06-17 00:00:00.000000
200878,10687,3,2,58649.9,2026-03-16 15:01:42.900415
200265,10634,5,1,97161.64,2019-01-23 00:00:00.000000
200215,10925,5,1,93508.87,2021-02-21 00:00:00.000000
200536,10976,4,1,1991.63,2018-07-07 00:00:00.000000
201602,10357,2,3,19241.05,2019-04-27 00:00:00.000000
200132,10956,2,1,76952.07,2020-06-28 00:00:00.000000
201206,10349,3,1,70501.6,2020-11-04 00:00:00.000000
200542,10817,4,1,40479.35,2021-05-11 00:00:00.000000
200186,10686,2,1,75229.57,2021-09-13 00:00:00.000000
200037,10727,1,1,40414.75,2018-02-15 00:00:00.000000
201318,10055,3,3,46463.91,2018-08-09 00:00:00.000000
200755,10529,4,1,65092.89,2018-04-14 00:00:00.000000
201057,10287,2,1,80862.99,2018-08-16 00:00:00.000000
200809,10681,5,1,80735.96,2022-01-26 00:00:00.000000
200082,10330,1,1,13907.67,2021-10-01 00:00:00.000000
200063,10760,4,2,80873.7,2019-10-11 00:00:00.000000
200820,10072,3,1,51867.25,2019-02-25 00:00:00.000000
200414,10207,4,3,87346.91,2021-02-21 00:00:00.000000
200437,10455,1,1,49112.5,2020-05-21 00:00:00.000000
201538,10438,5,1,2857.78,2019-06-09 00:00:00.000000
201113,10061,2,1,51248.28,2020-12-21 00:00:00.000000
200110,10960,1,1,97375.3,2018-06-06 00:00:00.000000
201282,10898,3,1,84216.02,2018-03-02 00:00:00.000000
200743,10704,3,1,22715.48,2019-12-28 00:00:00.000000
200192,10507,4,1,96203.92,2020-06-14 00:00:00.000000
201438,11010,4,1,16137.61,2018-09-05 00:00:00.000000
200573,10302,5,1,32888.15,2020-03-09 00:00:00.000000
200599,10484,4,1,1921.06,2018-02-25 00:00:00.000000
200213,10751,1,1,28659.41,2018-11-01 00:00:00.000000
200343,10052,1,1,30095.9,2018-06-24 00:00:00.000000
201231,10794,3,2,91941.52,2021-11-25 00:00:00.000000
200884,10401,5,1,30778.96,2021-05-02 00:00:00.000000
201447,10392,3,1,4120.31,2019-10-22 00:00:00.000000
200386,10642,3,2,71440.11,2021-08-04 00:00:00.000000
201233,10500,3,1,3705.27,2021-02-12 00:00:00.000000
200031,10913,1,1,84415.35,2021-11-07 00:00:00.000000
201167,10894,4,2,6939.38,2020-12-15 00:00:00.000000
200101,10501,3,3,81973.76,2019-08-01 00:00:00.000000
201009,10485,3,1,58760.77,2021-08-12 00:00:00.000000
200656,10035,4,1,53079.45,2020-01-28 00:00:00.000000
200332,10908,1,2,7437.98,2021-02-12 00:00:00.000000
200366,10456,5,1,96922.37,2018-09-10 00:00:00.000000
201142,10562,1,1,28929.92,2020-09-22 00:00:00.000000
200028,11003,2,2,27830.4,2021-11-15 00:00:00.000000
201301,10106,5,1,17600.55,2020-03-02 00:00:00.000000
200427,10818,2,1,19976.54,2022-01-14 00:00:00.000000
201344,10996,2,1,89803.18,2021-01-29 00:00:00.000000
201031,10879,3,1,68630.97,2021-03-11 00:00:00.000000
200790,11090,2,1,58371.1,2018-10-09 00:00:00.000000
200521,10497,4,1,93801.23,2020-09-12 00:00:00.000000
201354,10207,1,1,72901.86,2020-06-29 00:00:00.000000
200897,10823,1,1,4734.68,2021-09-02 00:00:00.000000
201222,10374,5,2,83157.4,2019-08-12 00:00:00.000000
201216,10048,3,2,6196.05,2019-02-05 00:00:00.000000
200196,11020,3,3,38213.2,2021-10-16 00:00:00.000000
201458,10503,3,1,94637.81,2019-02-01 00:00:00.000000
201342,10245,3,1,50624.91,2019-07-30 00:00:00.000000
200402,10418,4,1,10931.61,
200476,10163,5,1,88906.14,2020-01-14 00:00:00.000000
200187,10706,1,1,82125.5,2021-03-02 00:00:00.000000
201312,10223,4,1,73001.03,2018-10-14 00:00:00.000000
200286,11090,3,1,50087.8,2021-11-21 00:00:00.000000
201230,10971,5,1,51946.98,2020-11-25 00:00:00.000000
200917,10853,1,1,66553.69,2020-04-23 00:00:00.000000
200891,10567,5,1,43164.35,2019-04-17 00:00:00.000000
201441,10572,2,2,33936.14,2018-06-23 00:00:00.000000
201019,10689,1,1,52550.59,2020-06-07 00:00:00.000000
200696,10189,1,1,35946.6,2019-08-02 00:00:00.000000
201472,11010,2,1,82901.01,2021-04-05 00:00:00.000000
200841,10459,3,2,33874.96,2021-01-22 00:00:00.000000
200522,10537,1,3,45129.0,2018-10-24 00:00:00.000000
200731,10966,4,1,5811.77,2022-01-23 00:00:00.000000
200481,10535,4,1,65910.21,2018-12-13 00:00:00.000000
200023,10177,4,1,31727.05,2021-11-11 00:00:00.000000
201226,10153,5,1,34571.98,2021-03-15 00:00:00.000000
201527,10603,3,1,95258.96,2018-10-17 00:00:00.000000
201045,10044,2,1,10177.2,2019-02-14 00:00:00.000000
200597,10345,2,1,47257.88,2019-12-17 00:00:00.000000
201164,10426,3,1,55889.89,2018-11-14 00:00:00.000000
201525,10707,2,3,46295.23,2019-03-09 00:00:00.000000
200465,10038,5,1,13231.48,2020-01-14 00:00:00.000000
200091,10703,3,1,535.49,2018-05-09 00:00:00.000000
201639,10255,5,1,36513.17,2019-04-14 00:00:00.000000
200240,10312,3,1,1004.81,2018-11-05 00:00:00.000000
200648,10499,1,1,93642.02,2019-02-21 00:00:00.000000
201594,10035,2,1,99358.56,2019-06-09 00:00:00.000000
200131,10103,3,1,75376.37,2018-05-14 00:00:00.000000
201212,10280,3,1,28703.58,2018-01-12 00:00:00.000000
200219,10318,4,1,22228.52,2020-12-25 00:00:00.000000
200428,10674,4,1,75436.44,2018-01-06 00:00:00.000000
201258,10398,1,1,63171.98,2020-09-23 00:00:00.000000
201246,10667,2,2,4676.32,2018-05-17 00:00:00.000000
200083,10686,5,1,34899.8,2018-11-01 00:00:00.000000
200737,10347,2,3,55587.45,2020-06-14 00:00:00.000000
200610,10219,3,1,77330.66,2021-04-17 00:00:00.000000
200184,10286,3,2,23944.96,2019-01-03 00:00:00.000000
200974,10707,3,1,8628.14,2020-02-26 00:00:00.000000
200886,10634,5,1,30479.46,2021-04-06 00:00:00.000000
201636,10395,5,1,90396.34,2021-05-17 00:00:00.000000
200940,10258,4,1,67725.96,2021-07-14 00:00:00.000000
201221,10840,5,1,46783.8,2020-07-21 00:00:00.000000
201356,11004,1,1,80721.73,2020-04-29 00:00:00.000000
201239,10155,4,1,85907.65,2018-10-23 00:00:00.000000
201311,10024,4,1,6438.96,2018-02-15 00:00:00.000000
200880,10529,4,1,50966.65,2021-11-11 00:00:00.000000
200245,10471,4,1,15469.8,2019-12-25 00:00:00.000000
200004,10584,5,1,49200.39,2018-07-27 00:00:00.000000
201147,10851,2,1,28516.97,2019-07-15 00:00:00.000000
201191,10203,5,2,85776.52,2018-01-25 00:00:00.000000
200870,10585,4,1,41482.99,2025-11-02 15:01:42.900415
200118,10298,4,1,61554.44,2021-09-10 00:00:00.000000
200007,10219,4,1,76868.55,2018-09-14 00:00:00.000000
200796,11092,5,1,5841.82,2018-02-12 00:00:00.000000
200984,10762,4,1,68773.85,2019-05-08 00:00:00.000000
201140,10822,5,1,4804.93,2019-05-01 00:00:00.000000
200566,10781,2,2,2897.31,2026-01-09 15:01:42.900415
201400,10739,2,1,75822.77,
200118,10298,4,1,61554.44,2021-09-10 00:00:00.000000
201633,10335,2,1,33358.65,2020-04-24 00:00:00.000000
200657,10694,4,1,97893.1,2018-08-14 00:00:00.000000
201505,10551,5,1,37419.65,2019-11-07 00:00:00.000000
201123,10892,2,1,34304.35,2021-10-24 00:00:00.000000
201039,10617,5,1,60458.08,2018-05-07 00:00:00.000000
201166,10634,1,1,32065.1,2019-06-12 00:00:00.000000
200238,10283,3,1,4204.24,2021-01-31 00:00:00.000000
201074,10935,4,1,64799.49,2018-02-28 00:00:00.000000
200848,10114,5,2,99472.58,2020-10-24 00:00:00.000000
201359,10848,5,1,56196.0,2019-06-30 00:00:00.000000
201098,10573,2,1,71461.59,2019-10-16 00:00:00.000000
200605,10325,1,3,62854.84,2019-02-04 00:00:00.000000
200483,10397,2,1,7171.9,2021-04-18 00:00:00.000000
200794,10243,3,1,89489.35,2019-10-18 00:00:00.000000
200317,10002,2,1,54562.11,2021-12-03 00:00:00.000000
200923,10415,4,1,35829.66,2021-04-21 00:00:00.000000
200580,10371,5,1,75921.36,2018-03-17 00:00:00.000000
200254,10478,5,1,57333.16,2020-10-16 00:00:00.000000
200061,10838,3,1,71560.95,
200014,10441,5,1,84147.22,2021-12-14 00:00:00.000000
200667,10128,5,1,76754.95,2020-12-18 00:00:00.000000
200805,11008,4,2,29659.71,2020-09-25 00:00:00.000000
200881,10595,5,2,35503.33,2021-03-16 00:00:00.000000
201394,10895,2,1,49315.12,2020-09-13 00:00:00.000000
201094,10207,1,2,36704.08,2020-08-18 00:00:00.000000
201443,10185,2,1,23915.53,2021-02-27 00:00:00.000000
201326,10042,2,1,88473.99,2019-04-23 00:00:00.000000
200747,10842,1,2,98152.81,2021-03-19 00:00:00.000000
200889,10002,5,1,72356.98,2020-12-18 00:00:00.000000
200823,10799,3,1,83634.16,2020-10-16 00:00:00.000000
201247,10004,1,1,30879.61,2018-04-23 00:00:00.000000
200416,10836,5,1,66066.94,2021-07-17 00:00:00.000000
200704,10584,2,2,92101.16,2019-12-16 00:00:00.000000
201345,10914,2,1,31695.84,2018-08-09 00:00:00.000000
200149,10239,1,1,75306.88,2018-05-19 00:00:00.000000
200070,10632,5,1,57405.83,
201367,10390,5,1,12234.14,2018-01-11 00:00:00.000000
200439,10246,1,1,96069.39,2020-10-28 00:00:00.000000
200199,10518,4,1,5913.76,2018-05-10 00:00:00.000000
201411,10567,3,1,-347.33,2021-09-13 00:00:00.000000
200769,10126,1,1,53021.49,2020-09-24 00:00:00.000000
200797,11057,2,1,8548.38,2021-07-01 00:00:00.000000
201585,11046,2,1,73902.87,2018-07-11 00:00:00.000000
200397,10576,5,2,14485.85,2020-11-16 00:00:00.000000
200695,10899,3,2,64229.52,2018-10-21 00:00:00.000000
200678,10124,4,3,93932.94,2019-08-13 00:00:00.000000
201196,10448,4,1,2437.45,2020-10-11 00:00:00.000000
200574,10676,1,1,22906.46,2020-06-11 00:00:00.000000
201523,10267,5,1,15903.41,2019-09-01 00:00:00.000000
200793,10002,2,1,48559.42,2021-07-11 00:00:00.000000
200189,10209,2,1,13011.25,2021-01-17 00:00:00.000000
201435,10824,2,1,60387.81,2019-11-15 00:00:00.000000
200421,10845,5,2,51905.22,2020-09-09 00:00:00.000000
201601,10204,4,1,45648.43,2021-02-07 00:00:00.000000
200754,10495,3,1,86461.96,2019-05-29 00:00:00.000000
200742,11097,2,1,91394.85,2019-09-18 00:00:00.000000
201067,10352,1,1,26935.78,2020-06-19 00:00:00.000000
200952,10206,5,1,43240.08,2021-07-15 00:00:00.000000
201509,11090,3,1,51630.82,2019-08-08 00:00:00.000000
200234,10712,5,1,73323.55,2018-01-26 00:00:00.000000
200038,10343,5,2,24991.15,2020-10-19 00:00:00.000000
201050,10515,1,1,67242.57,2019-02-09 00:00:00.000000
200487,10458,2,1,36819.47,2019-02-25 00:00:00.000000
201556,11081,1,1,78252.18,2019-12-10 00:00:00.000000
200278,10912,1,1,2995.65,2021-02-15 00:00:00.000000
201107,10806,4,1,56605.54,2020-09-14 00:00:00.000000
200006,10423,4,3,50442.7,2020-06-24 00:00:00.000000
200636,10362,5,3,72472.61,2019-10-27 00:00:00.000000
200080,10803,2,1,22216.12,2018-05-28 00:00:00.000000
200457,10693,1,1,23239.37,2020-02-21 00:00:00.000000
200159,10435,2,1,30389.48,2021-07-27 00:00:00.000000
201165,10344,5,1,20681.69,2018-05-31 00:00:00.000000
201612,10409,2,2,25041.66,2019-07-08 00:00:00.000000
200981,11044,4,1,74129.89,2021-05-09 00:00:00.000000
201392,10372,4,1,11278.56,2020-06-20 00:00:00.000000
200735,10963,5,3,40808.96,2021-08-10 00:00:00.000000
200354,10046,2,1,33507.25,2018-10-28 00:00:00.000000
201642,10462,1,2,66275.11,2018-11-09 00:00:00.000000
200939,10293,4,1,88188.35,2021-04-24 00:00:00.000000
201445,10647,5,1,61130.67,2018-04-28 00:00:00.000000
201555,11091,2,1,24051.97,2020-01-10 00:00:00.000000
201634,10615,4,1,60894.86,2019-09-12 00:00:00.000000
201013,10909,1,1,43465.28,2020-02-05 00:00:00.000000
201268,10802,3,1,34872.04,2020-01-21 00:00:00.000000
200106,10010,3,1,15084.59,2020-05-16 00:00:00.000000
200361,10906,4,2,31222.38,2021-01-06 00:00:00.000000
200593,10463,3,1,45585.4,2018-09-05 00:00:00.000000
201614,10006,3,1,54375.82,2019-05-02 00:00:00.000000
200365,11065,1,2,61520.01,2020-01-04 00:00:00.000000
201351,10688,5,1,43699.63,2020-08-15 00:00:00.000000
200766,10389,1,1,8003.54,2018-03-22 00:00:00.000000
200494,10082,5,1,25320.55,2021-07-07 00:00:00.000000
201306,10182,2,1,92994.34,2020-06-24 00:00:00.000000
200803,10856,4,1,57674.79,2021-05-29 00:00:00.000000
201401,10479,5,1,41195.04,2021-04-25 00:00:00.000000
201565,11083,3,1,2687.98,2019-09-01 00:00:00.000000
201049,10106,1,1,90575.94,2019-09-08 00:00:00.000000
201549,10892,5,1,52007.57,2019-04-25 00:00:00.000000
201372,10001,3,1,20267.12,2018-02-21 00:00:00.000000
200100,10907,2,1,55024.14,2020-08-21 00:00:00.000000
200276,10662,5,1,39276.31,2020-10-17 00:00:00.000000
200624,10468,4,1,77555.16,2019-11-08 00:00:00.000000
200557,10594,5,2,47387.99,2018-06-24 00:00:00.000000
200277,10988,4,1,27720.07,2021-12-19 00:00:00.000000
200399,10749,4,1,42927.31,2021-05-21 00:00:00.000000
201350,10407,4,1,36968.05,2021-09-26 00:00:00.000000
200888,10345,3,1,26378.68,2021-06-16 00:00:00.000000
201618,11048,3,1,66165.44,2021-03-09 00:00:00.000000
200576,10351,5,1,85212.03,2018-11-12 00:00:00.000000
201466,10035,1,1,42938.67,2018-09-19 00:00:00.000000
200993,10600,5,2,96074.22,2018-05-04 00:00:00.000000
201183,10895,4,2,44678.19,2021-07-22 00:00:00.000000
200515,10422,4,1,37362.06,2018-05-24 00:00:00.000000
200138,10735,1,3,35239.9,2019-03-04 00:00:00.000000
200347,10109,3,1,91662.19,2021-12-11 00:00:00.000000
200740,11008,5,1,9264.87,2021-10-18 00:00:00.000000
201021,10624,3,1,74503.83,2019-06-04 00:00:00.000000
201305,10295,1,1,88106.67,2019-08-09 00:00:00.000000
201035,10674,1,1,89070.21,2019-01-17 00:00:00.000000
200351,10767,2,1,41928.35,
201415,10643,2,1,52603.96,
200782,10672,1,1,82355.35,2021-02-16 00:00:00.000000
200411,10431,1,1,80094.42,2018-12-02 00:00:00.000000
200617,10297,5,1,76928.69,2019-10-24 00:00:00.000000
201244,10457,3,2,36804.14,2020-08-12 00:00:00.000000
200944,10577,5,1,73352.5,2020-10-04 00:00:00.000000
201292,10213,3,1,1187.8,2021-02-10 00:00:00.000000
200314,10671,2,1,54976.37,2019-08-23 00:00:00.000000
200668,11092,1,1,74338.61,2018-04-30 00:00:00.000000
200596,10474,2,1,22748.87,2019-04-18 00:00:00.000000
200916,10037,1,1,22876.0,2020-10-11 00:00:00.000000
201569,10574,1,2,91960.89,2021-06-09 00:00:00.000000
200851,10922,4,1,4671.65,2020-06-16 00:00:00.000000
200958,10745,5,1,89610.23,2019-02-22 00:00:00.000000
200773,10427,2,1,26968.95,2018-06-12 00:00:00.000000
200332,10908,1,2,7437.98,2021-02-12 00:00:00.000000
200643,10876,4,1,74408.88,2018-08-08 00:00:00.000000
200303,10091,2,1,82597.28,2018-04-14 00:00:00.000000
200127,11019,3,1,41229.1,2021-04-05 00:00:00.000000
200693,10009,4,1,95712.27,2019-12-17 00:00:00.000000
200951,10923,5,1,1209.92,2021-11-13 00:00:00.000000
200255,10122,5,2,63487.77,2021-03-09 00:00:00.000000
200621,10749,2,2,71951.64,2019-06-12 00:00:00.000000
201469,10395,4,2,96660.29,2020-01-07 00:00:00.000000
201404,10061,4,1,42751.39,2019-09-13 00:00:00.000000
201334,10891,2,1,43174.24,2021-06-24 00:00:00.000000
200360,10135,3,1,80837.01,2020-05-27 00:00:00.000000
200998,10889,3,2,93898.27,2021-06-13 00:00:00.000000
200583,10378,3,1,40081.4,2020-01-14 00:00:00.000000
200398,10253,2,1,3670.72,2019-04-14 00:00:00.000000
201577,10128,1,1,90497.44,2019-02-16 00:00:00.000000
201002,10458,3,1,92795.9,2020-09-20 00:00:00.000000
200706,11067,2,1,26539.13,2019-09-28 00:00:00.000000
201281,10427,1,1,40995.04,2019-12-30 00:00:00.000000
200336,10492,2,1,1435.15,2021-10-12 00:00:00.000000
201599,11074,3,1,65648.77,2020-12-04 00:00:00.000000
200549,11022,3,1,89949.16,
200237,10510,4,1,14814.87,2021-04-02 00:00:00.000000
200948,11097,2,1,37254.93,2018-07-30 00:00:00.000000
201077,10930,1,3,63189.32,2019-01-06 00:00:00.000000
201442,10821,2,1,92205.12,2019-12-10 00:00:00.000000
201330,10392,1,2,52862.18,2018-11-07 00:00:00.000000
200112,10075,5,1,37144.25,2020-02-06 00:00:00.000000
200763,10909,5,1,37183.6,2018-02-04 00:00:00.000000
200860,10374,2,1,29529.8,2021-07-23 00:00:00.000000
200263,10940,2,2,71004.92,2020-01-25 00:00:00.000000
201474,10276,4,1,63931.27,2020-03-11 00:00:00.000000
200524,11030,3,1,97575.87,2020-06-28 00:00:00.000000
200509,10151,1,1,98543.78,2021-02-04 00:00:00.000000
200804,10088,4,1,29015.04,2018-04-18 00:00:00.000000
201082,10384,1,1,35976.6,2020-04-18 00:00:00.000000
201374,10258,1,1,25877.62,
200789,10579,5,1,39031.96,2020-06-20 00:00:00.000000
200470,10227,3,1,38107.46,2018-02-01 00:00:00.000000
201148,10384,2,1,86058.88,2021-05-19 00:00:00.000000
200774,10593,2,1,56210.5,2021-07-15 00:00:00.000000
200484,10730,3,1,949.19,2020-03-08 00:00:00.000000
200264,10578,2,1,83217.0,2018-09-03 00:00:00.000000
201382,10788,4,1,13510.69,2018-02-09 00:00:00.000000
200039,10786,2,2,49676.09,2021-07-22 00:00:00.000000
200251,10332,3,2,83517.97,2021-07-03 00:00:00.000000
200474,10747,2,1,68217.62,2018-12-16 00:00:00.000000
200307,10550,4,1,62791.88,2021-03-25 00:00:00.000000
200719,10937,4,1,72074.16,2019-08-10 00:00:00.000000
201117,10925,4,2,72818.53,2019-01-12 00:00:00.000000
201058,10709,4,1,98804.31,2019-12-22 00:00:00.000000
201170,11080,3,1,11265.85,2020-01-03 00:00:00.000000
200691,10535,5,1,63310.26,2019-05-05 00:00:00.000000
200529,10616,3,1,7072.39,2019-07-08 00:00:00.000000
201558,10139,5,2,67364.79,2019-07-13 00:00:00.000000
200741,10280,4,2,62802.7,2019-07-06 00:00:00.000000
201321,10576,1,1,99616.91,2020-03-07 00:00:00.000000
201127,10226,1,1,67441.98,2021-06-01 00:00:00.000000
200064,10942,2,1,63793.48,2021-08-25 00:00:00.000000
201279,10122,3,3,75180.34,2021-02-28 00:00:00.000000
201508,10404,2,1,31174.55,2018-11-11 00:00:00.000000
200395,10235,5,1,79274.38,2021-11-10 00:00:00.000000
200734,10557,1,1,71914.07,2018-08-15 00:00:00.000000
200485,10567,4,1,47990.96,2018-08-09 00:00:00.000000
201145,10315,3,1,58360.34,2020-04-13 00:00:00.000000
200920,10058,2,1,57474.38,2018-04-06 00:00:00.000000
201327,10524,4,1,66029.82,2019-05-14 00:00:00.000000
201559,10196,2,3,46035.26,2020-05-12 00:00:00.000000
201641,10819,5,1,3441.92,2019-04-12 00:00:00.000000
200454,10262,2,1,34042.27,2019-03-26 00:00:00.000000
201603,10275,2,1,91348.58,2021-05-19 00:00:00.000000
201576,11022,1,2,14051.64,2019-01-25 00:00:00.000000
200141,10227,1,3,86449.34,2021-05-17 00:00:00.000000
201533,10321,3,1,74579.15,2018-09-10 00:00:00.000000
200724,10125,4,1,70644.62,2021-03-05 00:00:00.000000
200872,10475,1,1,99622.22,2021-12-28 00:00:00.000000
200918,10618,5,1,26242.64,2020-09-03 00:00:00.000000
200120,10708,3,1,30224.18,2020-03-15 00:00:00.000000
201506,10125,2,1,73456.64,2020-05-26 00:00:00.000000
200927,10502,2,1,47108.34,2019-07-23 00:00:00.000000
200122,10308,1,1,62397.19,2021-06-20 00:00:00.000000
201631,10273,3,1,55836.35,2020-09-23 00:00:00.000000
200287,10935,1,1,23213.22,2021-05-22 00:00:00.000000
200461,10478,5,1,71132.59,2018-04-28 00:00:00.000000
200550,10374,2,2,95845.75,2018-03-29 00:00:00.000000
200126,10500,4,1,83625.42,2022-01-12 00:00:00.000000
200380,10564,2,1,31978.53,2021-06-08 00:00:00.000000
200900,10575,2,1,40320.06,2020-03-19 00:00:00.000000
201491,10369,4,1,17911.11,2021-05-04 00:00:00.000000
200053,11041,4,1,63843.37,2019-01-26 00:00:00.000000
201046,10545,4,1,98109.46,2018-04-15 00:00:00.000000
201414,10865,5,1,50771.1,2021-11-19 00:00:00.000000
200976,10404,3,1,35267.84,2021-05-26 00:00:00.000000
200652,10183,5,1,96036.35,2019-02-27 00:00:00.000000
200887,10993,4,1,28368.98,2019-09-12 00:00:00.000000
200433,10552,3,2,31513.54,2019-05-08 00:00:00.000000
201182,10575,2,2,82184.28,2021-12-09 00:00:00.000000
200285,10374,4,1,41610.67,2021-06-02 00:00:00.000000
201339,10443,5,1,21279.38,2020-11-15 00:00:00.000000
201550,10427,2,1,13621.53,2020-10-01 00:00:00.000000
201605,10458,1,3,61452.84,2021-01-10 00:00:00.000000
201648,10209,3,1,76038.59,2021-10-27 00:00:00.000000
200726,10774,3,1,77266.48,2018-03-11 00:00:00.000000
200154,10624,2,1,49097.06,2022-02-02 00:00:00.000000
200999,10045,1,1,45056.58,2018-05-09 00:00:00.000000
200850,10774,2,1,72232.35,2020-06-11 00:00:00.000000
201264,10320,1,1,55623.9,2019-08-09 00:00:00.000000
201433,10797,1,1,4802.83,2018-12-14 00:00:00.000000
200708,10359,2,1,79123.63,2019-03-16 00:00:00.000000
200271,10060,3,2,63431.51,2019-10-01 00:00:00.000000
201427,10013,5,2,74732.41,2020-03-04 00:00:00.000000
201617,10297,3,1,19685.71,2019-01-02 00:00:00.000000
201047,11012,5,2,14199.85,2021-09-13 00:00:00.000000
200137,10741,3,1,874.53,2019-07-23 00:00:00.000000
200353,10502,2,1,37250.76,2021-05-20 00:00:00.000000
200181,10810,2,1,42789.45,2019-10-05 00:00:00.000000
201075,11065,1,1,89741.99,2018-09-30 00:00:00.000000
200207,10179,4,3,14415.32,2018-01-26 00:00:00.000000
201360,10851,4,2,64325.21,2018-10-18 00:00:00.000000
200310,10006,2,1,59519.68,2019-05-16 00:00:00.000000
200244,10727,2,2,65303.85,2021-08-08 00:00:00.000000
200431,10522,2,1,78927.47,2021-07-09 00:00:00.000000
201540,10177,2,1,2437.13,2019-12-15 00:00:00.000000
201155,10687,4,1,69432.77,2019-01-31 00:00:00.000000
200727,11082,5,1,73899.9,2022-02-06 00:00:00.000000
201452,11014,3,2,70794.44,2018-08-22 00:00:00.000000
200871,10706,1,1,20288.89,2021-03-22 00:00:00.000000
200327,10375,3,1,47036.87,2025-11-10 15:01:42.900415
200938,10128,3,1,64981.7,2021-11-03 00:00:00.000000
201211,10454,2,1,31062.72,2020-12-19 00:00:00.000000
200214,10062,4,2,30544.95,2021-01-17 00:00:00.000000
200369,10392,3,1,71637.18,2020-07-21 00:00:00.000000
201010,10972,3,1,98434.87,2018-05-01 00:00:00.000000
201297,11073,2,2,58412.17,2020-03-09 00:00:00.000000
201110,10830,4,1,12736.16,2019-09-22 00:00:00.000000
200932,10468,4,1,22363.22,2021-04-30 00:00:00.000000
200322,11018,1,1,-50.91,2021-05-02 00:00:00.000000
200035,11016,5,2,16124.6,2021-03-06 00:00:00.000000
201337,10637,2,1,11859.85,2018-11-26 00:00:00.000000
201093,10584,4,1,81805.95,2018-11-07 00:00:00.000000
